gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,GeneSymbol,GeneBiotype
ENSG00000020577,1244.17212059992,-1.74628856985569,0.0836104655520181,9.206415184805769e-98,2.55743883203004e-96,SAMD4A,protein_coding
ENSG00000024422,9247.22926680691,-1.72710083065249,0.0821683395306656,5.4858698715745696e-99,1.55995157800822e-97,EHD2,protein_coding
ENSG00000027697,5274.50940933459,-1.00463531142291,0.0502751441315153,1.1221297910083198e-89,2.4986683732584802e-88,IFNGR1,protein_coding
ENSG00000040731,4.88765311772093,-1.50243554592483,0.264311571102524,1.04937503743953e-9,2.02373460651359e-9,CDH10,protein_coding
ENSG00000049249,130.571489308457,2.18853570869138,0.145258923174268,3.70701110461612e-52,3.01759308196846e-51,TNFRSF9,protein_coding
ENSG00000050438,1941.16420611302,1.9513559347724,0.134371070038626,1.27497682708899e-48,9.36838057931733e-48,SLC4A8,protein_coding
ENSG00000056291,40.4916058522388,1.77187632636544,0.229618206739786,1.2520388900283802e-15,3.0859184004008504e-15,NPFFR2,protein_coding
ENSG00000065325,43.3428290715408,-3.99214464475424,0.176675301248206,7.90594227031363e-115,3.67648155189115e-113,GLP2R,protein_coding
ENSG00000065361,24214.9134796968,1.23720862292913,0.0792635588970104,5.341372588260609e-56,4.78280139099888e-55,ERBB3,protein_coding
ENSG00000065618,4998.11824828296,-2.55767616490919,0.184825851623966,1.3417460266261198e-44,8.724199541222109e-44,COL17A1,protein_coding
ENSG00000067113,1925.43617528428,-1.63260739189148,0.0715949599966082,4.59465516160716e-116,2.2225984192670997e-114,PLPP1,protein_coding
ENSG00000073150,218.861527866832,1.18683769840955,0.136929128302021,4.1420150196496697e-19,1.16932216737854e-18,PANX2,protein_coding
ENSG00000075275,16097.1756731916,1.88766322155042,0.094076267248565,2.19095055363342e-90,5.004404561718449e-89,CELSR1,protein_coding
ENSG00000075651,973.699915785658,-1.48049689220617,0.0775955075700469,3.1709263357208197e-82,5.75829276542872e-81,PLD1,protein_coding
ENSG00000076706,9963.42238802882,-2.27423939539817,0.0851212582918894,3.8800693090582294e-158,5.937916977153289e-156,MCAM,protein_coding
ENSG00000076716,3815.7370716552,1.22428291501204,0.108193325854119,9.545125578836669e-31,4.09591241381944e-30,GPC4,protein_coding
ENSG00000079819,4901.22747032045,-1.8145831581254,0.0768234535643664,3.36351684210522e-124,2.0367425366906198e-122,EPB41L2,protein_coding
ENSG00000080166,43.0908552048398,-3.1812778284867,0.19940534927471,1.05763984239581e-58,1.0127593348629699e-57,DCT,protein_coding
ENSG00000080200,1196.38436798085,-1.93106854556046,0.125078049893799,1.3066625703607198e-54,1.12975643089124e-53,CRYBG3,protein_coding
ENSG00000081818,389.245986539024,-1.0350552275922,0.104159730240862,3.76824393167114e-24,1.28879760962519e-23,PCDHB4,protein_coding
ENSG00000082438,3162.73200804209,-1.23925065805296,0.0930293581163879,1.47574356173388e-41,8.82196985732532e-41,COBLL1,protein_coding
ENSG00000082556,6.18082067160617,-2.17360045418106,0.235214771570197,3.0360411682679e-21,9.35029583363006e-21,OPRK1,protein_coding
ENSG00000084453,51.4782521699988,-4.1168757676671,0.245969295912936,9.97084332087388e-65,1.13335027997023e-63,SLCO1A2,protein_coding
ENSG00000084710,532.198385271943,1.09563706336506,0.106546998755007,9.46712054587806e-26,3.4243555494050497e-25,EFR3B,protein_coding
ENSG00000085563,478.492845824769,-1.75054705018112,0.110570590772372,2.34338676717149e-57,2.1591993890840097e-56,ABCB1,protein_coding
ENSG00000089250,15.684167274879,-2.24874598308153,0.166850595862983,2.7355498143860298e-42,1.66969708395121e-41,NOS1,protein_coding
ENSG00000089351,5333.77380684543,1.09165283758998,0.0588742436196928,1.06831020799094e-77,1.72095062596359e-76,GRAMD1A,protein_coding
ENSG00000090776,1755.17222441181,-1.05627632444875,0.0696343965293566,7.079626604980121e-53,5.85355767525714e-52,EFNB1,protein_coding
ENSG00000091262,431.914120672044,-1.18235564724152,0.145266031516751,3.77365568991985e-17,9.9026843155278e-17,ABCC6,protein_coding
ENSG00000095585,999.938205096732,1.0870614407679,0.0748160725489489,9.004201561913109e-49,6.63936614512682e-48,BLNK,protein_coding
ENSG00000100346,136.250550891434,1.45023852292993,0.17173395619705,2.4650021303834097e-18,6.76158479108266e-18,CACNA1I,protein_coding
ENSG00000101187,149.57028186327,-1.18096330685919,0.140136894972373,3.3599347078990298e-18,9.161182519075509e-18,SLCO4A1,protein_coding
ENSG00000101188,9.16793004289605,1.5684128386149,0.221133753621057,1.12616008074721e-13,2.57753620656675e-13,NTSR1,protein_coding
ENSG00000101445,960.770336193493,-1.82037631647346,0.122942511842954,1.77593533427339e-50,1.37579822444354e-49,PPP1R16B,protein_coding
ENSG00000102010,154.762266674117,-2.37657178528622,0.12101969717029,8.50759727359484e-87,1.7637548337893502e-85,BMX,protein_coding
ENSG00000103534,3391.92415931139,1.5314920324521,0.152353188038967,7.829859683488329e-25,2.74428186366526e-24,TMC5,protein_coding
ENSG00000104044,17.2757058888585,-2.93879804547075,0.177156725233586,4.5045475882450103e-63,4.901716490014e-62,OCA2,protein_coding
ENSG00000105388,2129.0642432852,4.48234401797663,0.247367634330656,2.1399958710160098e-75,3.24546761195348e-74,CEACAM5,protein_coding
ENSG00000105509,97.3702658915735,-2.30016935036247,0.203878044096692,1.92172197278045e-30,8.179587279339069e-30,HAS1,protein_coding
ENSG00000105738,5482.02826740418,1.12869196576618,0.0639570493053884,1.09330588530766e-70,1.4583764875807599e-69,SIPA1L3,protein_coding
ENSG00000105976,1717.2636531945,-2.23760900238793,0.108783463467708,7.003008648089469e-95,1.8334159810565801e-93,MET,protein_coding
ENSG00000106113,19.75725744725,-1.54832752461352,0.120214298583064,5.33574143656239e-39,2.96833679256746e-38,CRHR2,protein_coding
ENSG00000107104,3325.2597250485,-1.99514998724913,0.0722712363207496,1.4571146993216596e-168,2.8522173079512595e-166,KANK1,protein_coding
ENSG00000107159,47.1748882091348,1.87126171745037,0.233115587741854,1.14479069352436e-16,2.94624775031173e-16,CA9,protein_coding
ENSG00000108106,842.172716510454,1.9174121430806501,0.0994256047832696,1.0742272492453099e-83,2.03643485515716e-82,UBE2S,protein_coding
ENSG00000108622,312.371847433166,-1.51395458881636,0.0850544081002686,6.28632227994415e-72,8.68120994754551e-71,ICAM2,protein_coding
ENSG00000109576,153.759966694993,-1.07301616198218,0.0915238003934036,1.1460160781709999e-32,5.2552532443287e-32,AADAT,protein_coding
ENSG00000110628,1458.96726502881,1.4988821778113,0.0929697310229251,1.54173878860149e-59,1.5150981183489501e-58,SLC22A18,protein_coding
ENSG00000111452,349.109106790996,-2.41086835714767,0.125826839506497,8.82168034446544e-83,1.62122452968047e-81,ADGRD1,protein_coding
ENSG00000111490,326.475672317782,1.16960755114678,0.0773890787150405,1.2494704765474401e-52,1.02452927433997e-51,TBC1D30,protein_coding
ENSG00000112782,723.529448175152,-2.28343956594556,0.123646144008396,4.85123243816828e-77,7.68979725650893e-76,CLIC5,protein_coding
ENSG00000114019,4679.44547281044,-1.39414199726423,0.067271044290849,1.64996117714325e-96,4.429895766511879e-95,AMOTL2,protein_coding
ENSG00000115504,2053.0925209949,-1.53072424246055,0.0568426906194305,9.218430890590929e-161,1.4639911850208298e-158,EHBP1,protein_coding
ENSG00000116014,79.006195784029,4.34413970039657,0.225813158267551,2.0215257017236698e-84,3.9205488090802095e-83,KISS1R,protein_coding
ENSG00000116117,1431.83342039848,-1.01013382108471,0.0620614407485878,2.0583598330729598e-60,2.07736387469725e-59,PARD3B,protein_coding
ENSG00000117114,2469.08454444622,-1.28684509920131,0.0994676330499381,2.23355423571094e-39,1.25625299044296e-38,ADGRL2,protein_coding
ENSG00000117394,4972.58795270175,1.071612606655,0.0834915370656169,1.24886217484718e-38,6.87711673254084e-38,SLC2A1,protein_coding
ENSG00000117400,52.8362739324234,-1.43541621149479,0.0600551870180995,2.39441588797409e-127,1.56838899058972e-125,MPL,protein_coding
ENSG00000117425,232.519420293027,-1.24746938420303,0.0998760238672265,7.08853796255685e-37,3.68297679202723e-36,PTCH2,protein_coding
ENSG00000117598,16.9552053177601,3.34566710313639,0.197941373485899,1.41472607606761e-65,1.64471676550568e-64,PLPPR5,protein_coding
ENSG00000118298,124.485728338112,1.21234868868113,0.127369234897365,1.5738060296835798e-22,5.09293554473154e-22,CA14,protein_coding
ENSG00000118596,1032.60664081319,-3.3627553907099,0.125693051979937,3.6444422909258295e-159,5.628490048205989e-157,SLC16A7,protein_coding
ENSG00000118777,380.295157503073,-1.12790748842264,0.0965330272659208,1.600618464586e-32,7.31004102898556e-32,ABCG2,protein_coding
ENSG00000119514,134.532774296461,-1.28219052411909,0.127253226266204,5.790869077374619e-25,2.04025722160997e-24,GALNT12,protein_coding
ENSG00000120156,1199.25311155639,-1.60533522087452,0.0909637886959854,1.0723421574552099e-70,1.4315470165425e-69,TEK,protein_coding
ENSG00000120903,23.3542541406244,-1.41184517644965,0.31818720652427,7.18020325211989e-7,1.1932037664974e-6,CHRNA2,protein_coding
ENSG00000120949,93.3655809600974,-1.59988383095194,0.11412981377025,1.1945927618636499e-45,8.00867166595489e-45,TNFRSF8,protein_coding
ENSG00000121753,2367.99660087695,2.32404998556876,0.119617420448725,5.41335618298111e-85,1.06582968402695e-83,ADGRB2,protein_coding
ENSG00000122707,1361.79591353857,-1.60308542195683,0.0938274100503761,1.92732761342559e-66,2.28967064533566e-65,RECK,protein_coding
ENSG00000123384,34280.289570859,-1.4802534900279,0.0934278166093106,1.31318264312811e-57,1.22268344106298e-56,LRP1,protein_coding
ENSG00000124102,109.305488306374,-2.63022634945157,0.251677692860379,1.1520987366121899e-26,4.30795871437796e-26,PI3,protein_coding
ENSG00000126010,810.565120543602,1.67751891916878,0.205100658371914,2.80779893683207e-17,7.40505832721778e-17,GRPR,protein_coding
ENSG00000126785,1120.16412285696,-1.41169321553512,0.072376872810225,7.968324453746109e-86,1.6180792986050897e-84,RHOJ,protein_coding
ENSG00000127329,2234.6138102254,-1.56387916556017,0.0891079723001003,5.6338702053114395e-70,7.37485000281593e-69,PTPRB,protein_coding
ENSG00000127831,16.3177776669327,2.13610162249325,0.247712906200731,7.98392638514212e-19,2.2318401987293698e-18,VIL1,protein_coding
ENSG00000128596,167.326817387082,-1.30698083765828,0.0969292720867183,1.54592133425501e-42,9.50129234788202e-42,CCDC136,protein_coding
ENSG00000130224,165.03038355384,-1.22019108907407,0.0900167174072626,6.405793472656e-43,3.97768820799303e-42,LRCH2,protein_coding
ENSG00000130487,434.75887124209,1.10872019209202,0.17096460853864,9.74792931938861e-12,2.0537752460899598e-11,KLHDC7B,protein_coding
ENSG00000130545,861.024666646793,1.65799454790735,0.0829450136598709,7.672739854710699e-90,1.72217203618933e-88,CRB3,protein_coding
ENSG00000130598,63.6093633719683,-1.02107098277161,0.13880230192865,2.54301915073156e-14,5.97726673881807e-14,TNNI2,protein_coding
ENSG00000130720,138.216719638652,2.21363460302682,0.23028576939593,8.706338074939579e-23,2.83541294551234e-22,FIBCD1,protein_coding
ENSG00000132698,6451.90228639605,1.46287527078906,0.0912315627332481,6.07339545991327e-59,5.85899937949456e-58,RAB25,protein_coding
ENSG00000133019,100.856193044165,-1.62843685028543,0.120975650483567,2.7291834587948196e-42,1.66641546410417e-41,CHRM3,protein_coding
ENSG00000133067,667.949835634178,-1.79959431701953,0.187950665533379,1.19678096329109e-22,3.8870559012236497e-22,LGR6,protein_coding
ENSG00000134545,24.572707307783,-1.03674177974498,0.155373268114361,3.23779333595981e-12,6.964606825651349e-12,KLRC1,protein_coding
ENSG00000135318,1275.40379597273,-1.47997179517246,0.0916550195202927,1.00637282650518e-59,9.95374862596254e-59,NT5E,protein_coding
ENSG00000135424,2566.28946451991,-3.40909763262131,0.127899025075473,4.90475939976672e-158,7.372028547827939e-156,ITGA7,protein_coding
ENSG00000136155,21.9898890337139,-1.59001382209022,0.297055825863094,6.99459873504304e-9,1.29420834365481e-8,SCEL,protein_coding
ENSG00000136160,1072.80552000855,-1.98721219196824,0.0985874884463568,3.58506842785235e-91,8.33577926995394e-90,EDNRB,protein_coding
ENSG00000136267,11.4045544469844,-1.0315335240991,0.126633065736278,4.9627448976917604e-17,1.29532057017927e-16,DGKB,protein_coding
ENSG00000136541,99.9971312288391,2.42876162215951,0.150089851037925,7.253678471236789e-60,7.19978911466982e-59,ERMN,protein_coding
ENSG00000136546,302.391012993426,-1.08567923945229,0.15526167737417,3.11733199138054e-13,7.021296058723569e-13,SCN7A,protein_coding
ENSG00000136732,1674.28690619284,-1.98010706515425,0.0880929551265528,1.06360554230623e-112,4.57921629135118e-111,GYPC,protein_coding
ENSG00000138039,16.8799908608257,-3.94428490191233,0.280741545697894,1.3014847211449201e-46,8.97176252327967e-46,LHCGR,protein_coding
ENSG00000138435,75.9836359713561,1.27560977605232,0.162094411745514,2.98852551694101e-16,7.56865331009253e-16,CHRNA1,protein_coding
ENSG00000138772,1751.12789468717,-1.53599295773448,0.12206026793973,2.31809501669911e-37,1.22751844954743e-36,ANXA3,protein_coding
ENSG00000139144,432.920852944748,-2.9293210301068,0.188866898378924,1.60675193747145e-55,1.4161289065651498e-54,PIK3C2G,protein_coding
ENSG00000140090,33.0726011375683,-1.32537184437479,0.109192293913582,5.25786292224914e-35,2.5819972121686697e-34,SLC24A4,protein_coding
ENSG00000140945,713.573407859616,-1.56803072492899,0.0957491313506461,2.69160940613392e-61,2.78662685995439e-60,CDH13,protein_coding
ENSG00000141294,385.633785253458,2.39511472035775,0.104670988171637,7.936532070095679e-117,3.90653745228043e-115,LRRC46,protein_coding
ENSG00000141526,1402.50817766512,1.69540989505576,0.107419897513115,4.7178140785555996e-57,4.31628707600027e-56,SLC16A3,protein_coding
ENSG00000141655,492.889433467446,-1.07075145398178,0.0998702642385498,9.68418850977369e-28,3.73907406820024e-27,TNFRSF11A,protein_coding
ENSG00000141736,26970.4595340275,1.12391243812011,0.111162036592004,5.23645914946717e-25,1.84840749260076e-24,ERBB2,protein_coding
ENSG00000142583,268.28858662243,-1.02931180672194,0.130339814071778,3.7758311237998004e-16,9.528157868092601e-16,SLC2A5,protein_coding
ENSG00000143195,97.0073888319105,2.23086006477855,0.11179988489905,1.8840783961604196e-89,4.145957610583599e-88,ILDR2,protein_coding
ENSG00000144136,4323.34545959052,1.09995277704005,0.050359739400451,1.0256747078888499e-106,3.63499116475809e-105,SLC20A1,protein_coding
ENSG00000145244,388.933228383801,1.99032733773709,0.143123829893279,8.427312422292998e-45,5.513617462762549e-44,CORIN,protein_coding
ENSG00000145390,3168.63944602166,-1.09245659656203,0.0763905454934668,2.44326072869052e-47,1.71803889334905e-46,USP53,protein_coding
ENSG00000146005,44.7385789789592,-2.1053581287682,0.129611733822139,3.6238543698212897e-60,3.63985468147802e-59,PSD2,protein_coding
ENSG00000146013,18.7250324949836,-2.24630573641703,0.14744371140044,2.72116474827528e-53,2.27900932201324e-52,GFRA3,protein_coding
ENSG00000146197,852.811212476272,2.34406544276685,0.163596422674685,1.71737694551698e-47,1.21471947482491e-46,SCUBE3,protein_coding
ENSG00000146411,118.599852615276,-2.03294954850542,0.13475755465729,2.9544356689834402e-52,2.40964002188311e-51,SLC2A12,protein_coding
ENSG00000147257,3127.5672677349,-2.2591423602474,0.176675755127075,2.46130861034709e-38,1.3421985470224501e-37,GPC3,protein_coding
ENSG00000148053,8584.52113052973,-2.13593644495298,0.173257551603081,8.799114193064139e-36,4.4203010541940195e-35,NTRK2,protein_coding
ENSG00000148468,1052.48005302789,-1.60205632709633,0.0772278065592481,1.40545180228816e-96,3.779452977590869e-95,FAM171A1,protein_coding
ENSG00000148700,4486.54637185328,-1.45722525838976,0.0927518858545462,1.05029390469901e-56,9.54678595664312e-56,ADD3,protein_coding
ENSG00000148848,6586.23232392177,1.46955134860115,0.123571735514697,1.0763000087769e-33,5.0695115690403895e-33,ADAM12,protein_coding
ENSG00000148942,15.2888235602255,1.2601711355636,0.28340877504601,7.67847324792127e-7,1.27399387596596e-6,SLC5A12,protein_coding
ENSG00000149294,381.977820542024,-1.54310104006724,0.175575926549932,1.31243643694527e-19,3.7818478225841596e-19,NCAM1,protein_coding
ENSG00000149451,623.641747268343,-2.27413460735221,0.128506625894265,5.76847349410128e-71,7.75610884981637e-70,ADAM33,protein_coding
ENSG00000149564,2307.21986226301,-1.00731170180487,0.0753851226620845,1.43154512664564e-41,8.56079241987662e-41,ESAM,protein_coding
ENSG00000149927,266.948923541806,1.83670343188537,0.149074828430918,9.17661453915637e-36,4.6030729783122296e-35,DOC2A,protein_coding
ENSG00000150045,29.6865454583287,-1.27105222308203,0.134337419461869,2.5218899246370097e-22,8.097176233328129e-22,KLRF1,protein_coding
ENSG00000150394,53.0138145695877,-1.50713972212575,0.136236295655049,1.6308886157204e-29,6.72571752989644e-29,CDH8,protein_coding
ENSG00000150672,193.870663042099,-1.01926880224187,0.10311391650353,6.627574562202911e-24,2.24755419379782e-23,DLG2,protein_coding
ENSG00000151491,3773.56516662553,-1.1526452953526,0.06676899351894,8.69147354381891e-68,1.07740990895911e-66,EPS8,protein_coding
ENSG00000151834,83.1946936860353,-1.33442289780014,0.236798343394911,1.43554197845897e-9,2.75112860489279e-9,GABRA2,protein_coding
ENSG00000152672,54.6593052511094,-1.32027355689075,0.140041826340056,3.36529056194743e-22,1.07416195145664e-21,CLEC4F,protein_coding
ENSG00000152818,9281.20398458039,-1.27894402489302,0.0852759366606863,6.1272312380173e-52,4.94466973445749e-51,UTRN,protein_coding
ENSG00000153551,1353.81800388557,-1.26371904205791,0.105812248271808,5.832456489763759e-34,2.7727639804767898e-33,CMTM7,protein_coding
ENSG00000154102,346.493544584543,1.05948543485117,0.113538292501668,1.28687222734912e-21,4.01840235117698e-21,C16orf74,protein_coding
ENSG00000154133,1518.78196001548,-1.73497780579417,0.0817046782963048,5.76823273786961e-101,1.74644658110246e-99,ROBO4,protein_coding
ENSG00000154134,330.649316962739,-1.72072502814523,0.103572874671562,6.710261012904061e-63,7.25035519199146e-62,ROBO3,protein_coding
ENSG00000154721,1536.65890376302,-1.81045377147085,0.0830374084082651,3.0324602661984197e-106,1.05037934405729e-104,JAM2,protein_coding
ENSG00000154864,2141.4135894176,1.17050813600372,0.165043767204071,1.28855226035761e-13,2.94121881367594e-13,PIEZO2,protein_coding
ENSG00000155886,406.43983022662,5.37595496274877,0.159458502716246,1.35875022194908e-251,3.81220020604848e-248,SLC24A2,protein_coding
ENSG00000156222,14.4205057039444,-1.00192808825837,0.178378536268253,2.67310727404781e-9,5.04926928313743e-9,SLC28A1,protein_coding
ENSG00000156564,50.9670361141536,2.65311053585963,0.146862326689156,4.74519626169892e-74,6.94614207560344e-73,LRFN2,protein_coding
ENSG00000156738,331.866194908575,1.33227664777836,0.223057705137983,1.91335559344624e-10,3.81492692882553e-10,MS4A1,protein_coding
ENSG00000157404,4301.89933337578,-3.28227091695503,0.144324042789737,6.06541986567922e-116,2.9172936576812498e-114,KIT,protein_coding
ENSG00000159214,1140.51179239347,1.54112048320656,0.0855689382724334,1.4928567295316302e-73,2.1479273662338e-72,CCDC24,protein_coding
ENSG00000161031,631.334715992261,2.75229395285827,0.211896926255062,9.66409529970344e-40,5.48685936847244e-39,PGLYRP2,protein_coding
ENSG00000161681,96.8023978902331,1.05969538842404,0.127512129809886,1.17207942478494e-17,3.13236784201137e-17,SHANK1,protein_coding
ENSG00000161798,368.678941108082,-1.35414608330992,0.25807083887753,1.25661273380037e-8,2.29608366013193e-8,AQP5,protein_coding
ENSG00000162631,277.550344694435,2.87722693198578,0.274449063790118,5.83156883287995e-27,2.20356071229408e-26,NTNG1,protein_coding
ENSG00000162769,1354.8497635817,1.31330778583628,0.0638899271912099,5.348569167288389e-95,1.40464607429224e-93,FLVCR1,protein_coding
ENSG00000162944,328.203287017398,-1.20483708040551,0.078162572844632,1.15662555917546e-54,1.00209133624085e-53,RFTN2,protein_coding
ENSG00000163285,4.72129416528474,-2.27044864820636,0.192301161664068,4.46372241438832e-33,2.07060631369008e-32,GABRG1,protein_coding
ENSG00000163513,10319.2970124999,-2.08841918951539,0.0852744690019003,2.8378484862630797e-133,2.1519072710699398e-131,TGFBR2,protein_coding
ENSG00000163520,11322.0511981365,-1.3114737895195001,0.113780126749534,7.749017202217299e-32,3.46564706647518e-31,FBLN2,protein_coding
ENSG00000163600,84.0932311437913,1.29706526372598,0.167166771985047,7.05989480802478e-16,1.76329776258589e-15,ICOS,protein_coding
ENSG00000163606,110.733676612866,-1.00158516440437,0.115294173946614,5.293285190758649e-19,1.4878471013730398e-18,CD200R1,protein_coding
ENSG00000163704,1070.8396794162,2.16890238023673,0.093095642707688,6.796953381723569e-121,3.6909649428365995e-119,PRRT3,protein_coding
ENSG00000163762,1636.11437885227,-1.12565211805926,0.112816257770178,2.00709116056444e-24,6.94356198046482e-24,TM4SF18,protein_coding
ENSG00000164007,129.284916549044,-3.01034945726028,0.209161546227973,2.80220330596201e-48,2.03504272875602e-47,CLDN19,protein_coding
ENSG00000164796,32.2354166233072,3.2865247007987,0.377115398960418,9.55536421424654e-20,2.7662081028826497e-19,CSMD3,protein_coding
ENSG00000165029,3265.69102763391,-1.28255216835972,0.0945926593685689,5.680698825769419e-43,3.53395728133786e-42,ABCA1,protein_coding
ENSG00000165215,4160.40322935981,1.29162991657874,0.142401424027991,9.7235782333523e-21,2.93082750188456e-20,CLDN3,protein_coding
ENSG00000165410,1512.25075298358,-2.34725581092828,0.0731904076559958,1.3841661120368897e-226,1.6643608807163595e-223,CFL2,protein_coding
ENSG00000165566,5.58498547461729,1.09199578472351,0.38852128184168,5.5913274110333e-4,7.7737368382338e-4,AMER2,protein_coding
ENSG00000165621,55.2348577987768,-2.65458652766883,0.202717433944603,2.74888227810597e-40,1.58692332886268e-39,OXGR1,protein_coding
ENSG00000165914,845.684697500785,-1.15386809831091,0.0623529737460191,1.81455370472116e-77,2.90363089974106e-76,TTC7B,protein_coding
ENSG00000166573,7.36291037512611,-2.75605131927031,0.20364252428155,6.724651888792399e-43,4.16953185620373e-42,GALR1,protein_coding
ENSG00000166961,238.433024537863,4.75364360218472,0.273709858022455,1.04417483814301e-69,1.35734665832428e-68,MS4A15,protein_coding
ENSG00000167371,326.448054761868,1.70460929284698,0.1204789809304,2.20172110506018e-46,1.5072701538260698e-45,PRRT2,protein_coding
ENSG00000167653,332.73343421883,2.55237241227487,0.244141615350979,1.2281782873878899e-26,4.58937919864322e-26,PSCA,protein_coding
ENSG00000167723,43.8975377865302,-1.18310518774825,0.139528461557086,2.14132851480934e-18,5.8890907071230794e-18,TRPV3,protein_coding
ENSG00000168386,3158.94422412323,-1.22918392785322,0.0968050835474969,5.24149750694318e-38,2.8316870677753998e-37,FILIP1L,protein_coding
ENSG00000168528,11477.2467236205,1.41333018688548,0.0952464031118964,6.56651096146195e-51,5.15341004779723e-50,SERINC2,protein_coding
ENSG00000168546,102.366461439108,-2.43395972362438,0.139435738556926,3.33379973786054e-69,4.27427149940171e-68,GFRA2,protein_coding
ENSG00000168917,280.868249588569,-1.91255190338176,0.0950036248581935,5.86712605803043e-91,1.3604297529047398e-89,SLC35G2,protein_coding
ENSG00000168994,1782.54664377053,-1.32817719377261,0.0801645608473291,9.27106375365764e-63,9.99801968155495e-62,PXDC1,protein_coding
ENSG00000169035,386.090832902552,-2.82032886915041,0.220567368322568,1.20896524925366e-38,6.65959457000528e-38,KLK7,protein_coding
ENSG00000169252,327.854003725903,-2.68090251294108,0.107599117542262,3.8624522863886195e-138,3.3689389528013496e-136,ADRB2,protein_coding
ENSG00000169258,362.847338442621,2.38727502561564,0.100446373943948,8.50964723602414e-126,5.36522103263035e-124,GPRIN1,protein_coding
ENSG00000169427,10.5115903423927,1.48006885664124,0.149890683834311,4.46323509982717e-24,1.5209331917103398e-23,KCNK9,protein_coding
ENSG00000169783,1354.09391322994,2.56041771165795,0.152558691900892,2.92151592675559e-64,3.28090721220838e-63,LINGO1,protein_coding
ENSG00000169962,117.972473934369,1.94727847964261,0.144884232386058,5.021299651432959e-42,3.04607417413414e-41,TAS1R3,protein_coding
ENSG00000170558,267.469975607142,1.45626686466296,0.141139274521687,4.7732288499927e-26,1.7460350817204898e-25,CDH2,protein_coding
ENSG00000171885,53.6560767506793,-2.04078541825966,0.16671691542486,2.6537205102919496e-35,1.31274555011033e-34,AQP4,protein_coding
ENSG00000172554,35.6548494578726,-2.16019630574871,0.161849380881489,1.7012529759490499e-41,1.014843819884e-40,SNTG2,protein_coding
ENSG00000172935,320.124148924627,-1.81412793136069,0.108972451926709,4.27332864315354e-63,4.65914600899266e-62,MRGPRF,protein_coding
ENSG00000173482,3632.7733453576,-1.40337715655619,0.0751502896593923,6.35256130172509e-79,1.05670965368814e-77,PTPRM,protein_coding
ENSG00000173486,9.46977597316586,1.24952797700214,0.141282718887826,7.88766723657621e-20,2.2916981404992e-19,FKBP2,protein_coding
ENSG00000173546,1962.67032896936,-1.226344027585,0.0933299448099289,1.67462855795658e-40,9.737719220946839e-40,CSPG4,protein_coding
ENSG00000173890,3112.35083329029,1.52058996408608,0.0716789292294958,6.40119774091691e-101,1.92768806387469e-99,GPR160,protein_coding
ENSG00000174804,5046.83593391787,-2.5290736095809,0.0907535734090067,6.302423877573159e-172,1.34297472854515e-169,FZD4,protein_coding
ENSG00000174807,4000.24075006131,-1.62404802718996,0.102533904158067,1.73670370490375e-57,1.6063555037554798e-56,CD248,protein_coding
ENSG00000175315,186.439370096425,2.38499475090725,0.17358498389752,6.583744578273669e-44,4.206100805717609e-43,CST6,protein_coding
ENSG00000175697,39.2419178918685,-1.0866904959599,0.122280795998621,7.25286660600657e-20,2.1127315529592398e-19,GPR156,protein_coding
